,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact
620,621,Arabica,cqi taiwan icp cqi      ,Taiwan,zhuo wu shan coffee        ,,zhuo wu shan coffee        ,,blossom valley    ,1240 m,chiayi alishan        ,Xu ding ye    ,10,30 kg,Blossom Valley International,2013 2014,"Dec 26, 2013",CQI Taiwan ICP CQI      ,Typica,Washed   Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Green,0,"Dec 26, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
621,622,Arabica,     koju matsuzawa,Thailand,m10,,m10,,"coffeas co., ltd",1500,phahi,Koju Matsuzawa,300,60 kg,Specialty Coffee Institute of ,2013,"Sep 03, 2013",     Koju Matsuzawa,Caturra,Washed   Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Bluish Green,0,"Sep 03, 2014",Specialty Coffee Institute of ,726e4891cf2c9a4848768bd34b6681,b70da261fcc84831e3e9620c30a870
622,623,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0049,exportadora cafe condor s.a,1800 msnm,huila,,250,70 kg,Almacaf ,2012,"Jan 22, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,0.11,0,0.0,Bluish Green,3,"Jan 22, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
623,624,Arabica,adam kline,El Salvador,,,,009 0060 44L1,atlantic specialty coffee,,,,288,1 kg,Specialty Coffee Association,2012,"Aug 17, 2012",Adam Kline,,Washed   Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,7.67,82.67,0.0,0,0.0,,17,"Aug 17, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
624,625,Arabica,juan luis alvarado romero,Guatemala,finca medina,,, ,finca medina,1500,antigua, ,275,69 kg,Asociacion Nacional Del Caf ,2012,"Jul 17, 2012",Juan Luis Alvarado Romero,Caturra,Washed   Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Green,0,"Jul 17, 2013",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
625,626,Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project, ,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"Jun 13, 2012",Doi Tung Development Project,,Washed   Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,0,0.0,Bluish Green,0,"Jun 13, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
626,627,Arabica,montegrande,Mexico,finca monte grande,,,1506622904,cafe montegrande,1100,,AMIN JAVIER MOISES CEJA,36,1 kg,AMECAFE,2012,"Jun 06, 2012",MONTEGRANDE,,Washed   Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,,2,"Jun 06, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
627,628,Arabica,grupo cafetalero los brujos sp,Mexico,finca castillos,,,F 30002939,grupo cafetalero los brujos,950,mahuixtlan,MARIA LOURDES ANCIRA ELIZONDO,23,1 kg,AMECAFE,2012,"Jun 06, 2012",GRUPO CAFETALERO LOS BRUJOS SP,Typica,Washed   Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67,0.12,0,0.0,,0,"Jun 06, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
628,629,Arabica,george a. ferdez,Colombia,la canada,,the beneficio is designed to b,2889,,1800 meters (5900,52 narino (exact location  mat,Mariana Cabrera Pantoja  I.D. ,1,1 kg,Specialty Coffee Association,,"Nov 16, 2011",George A. Ferdez,,,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,Green,0,"Nov 15, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
629,630,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,,,,kona,,37,100 lbs,Specialty Coffee Association,,"Sep 20, 2011",Kona Pacific Farmers Cooperati,,,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67,0.03,2,0.0,,0,"Sep 19, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
630,631,Arabica,young kim,Mexico,kassandra,,,016 2484 05,,1400 masl,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010 2011,"Apr 06, 2011",Young Kim,Blue Mountain,,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,82.67,0.0,0,0.0,,1,"Apr 05, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
631,632,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boza   armenia q,3 68 0152,,1800 msnm,huila,,250,70 kg,Almacaf ,4T 10,"Feb 09, 2011",Exportadora Cafe Condor S.A,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67,0.08,0,0.0,,3,"Feb 09, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
632,633,Arabica,racafe   cia s.c.a,Colombia,,,,3 037 2273,,,,,270,70 kg,Almacaf ,2009 2010,"Sep 03, 2010",Racafe   Cia S.C.A,,,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,82.67,0.21,0,0.0,,2,"Sep 03, 2011",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
633,634,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11 23 0634,beneficio ixchel,11 23 0634,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Caf ,2017,"Sep 08, 2017",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,0,1.0,Green,2,"Sep 08, 2018",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
634,635,Arabica,"lin, che hao kru   ",Taiwan,     lin yuan coffee,2017       NANTOU COFFEE EVALU,     lin yuan coffee,Taiwan,taiwan coffee laboratory,1050,    guoshing township,    Lin Wen Hong,6,5 kg,Specialty Coffee Association,2016,"Aug 22, 2017","Lin, Che Hao Kru   ",Typica,Pulped natural   honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.11,0,5.0,Green,0,"Aug 22, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
635,636,Arabica,gabriel barbara,Brazil,,GO 669 16,copag armaz ns gerais ltda.,,volcafe ltda.,,south of minas,,198,59 kg,Brazil Specialty Coffee Associ,2016,"Apr 19, 2017",Gabriel Barbara,,Pulped natural   honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,0.11,0,0.0,Green,7,"Apr 19, 2018",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
636,637,Arabica,cqi taiwan icp cqi      ,Taiwan,         ,1,         ,,    ,200 m,changhua baguashan       ,   0912326001,1,10 kg,Blossom Valley International,2016   2017,"Feb 13, 2017",CQI Taiwan ICP CQI      ,,,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58,0.11,0,0.0,Blue Green,0,"Feb 13, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
637,638,Arabica,bourbon specialty coffees,Brazil,,43102245 P4615,dinamo armazens gerais ltda,002 4542 0190,bourbon specialty coffees,,campos altos   cerrado,,300,60 kg,Brazil Specialty Coffee Associ,2016,"Dec 28, 2015",BOURBON SPECIALTY COFFEES,,,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,82.58,0.0,1,9.0,Green,2,"Dec 27, 2016",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
638,639,Arabica,andry simarmata,Indonesia,small holders farmer,,sarimakmur,015 0826 0516,pt. sari makmur tunggal mandir,1200 1300m dpl,aceh,SMALL HOLDERS FARMER,150,2 kg,Torch Coffee Lab Yun,2015,"Sep 15, 2015",Andry Simarmata,Typica,Semi washed   Semi pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,0,0.0,Blue Green,6,"Sep 14, 2016",Torch Coffee Lab Yun,280c299bf8f7e7bd526e0fc5e1d209,2ce3fe88323f4b924d3a0a84f6d5ae
639,640,Arabica,doi tung development project,Thailand,,,, ,doi tung development project,800  ,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"Jun 09, 2015",Doi Tung Development Project,,Washed   Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Green,0,"Jun 08, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
640,641,Arabica,     koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400 1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of ,2014,"Feb 15, 2015",     Koju Matsuzawa,Caturra,Washed   Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Blue Green,1,"Feb 15, 2016",Specialty Coffee Institute of ,726e4891cf2c9a4848768bd34b6681,b70da261fcc84831e3e9620c30a870
641,642,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,,tembo coffee company ltd,C37,tembo coffee company ltd,1317,ikand village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"Dec 12, 2014",Tembo Coffee Company Ltd,,Washed   Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,,1,"Dec 12, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
642,643,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,,kawacom,0,kawacom uganda ltd,1400 1900,eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Auth,2013,"Jun 30, 2014",Kawacom Uganda LTD,SL14,Natural   Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,0,0.0,Green,0,"Jun 30, 2015",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
643,644,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5 0048 0125,coricafe s.a.,1200 1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association o,2013,"May 09, 2014",Eric Thormaehlen,Catuai,Washed   Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,0,0.0,Green,3,"May 09, 2015",Specialty Coffee Association o,8e0b118f3cf3121ab27c5387deacdb,5eb2b7129d9714c43825e44dc3bca9
644,645,Arabica,dane loraas,Mexico,,,,016 2022 0008,sustainable harvest,,veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"Apr 18, 2014",Dane Loraas,,Washed   Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,0.0,0,0.0,Green,11,"Apr 18, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
645,646,Arabica,brent hall,Guatemala,,,,2,s d coffee and tea,,,,1,2 kg,Specialty Coffee Association,2012,"Dec 10, 2013",Brent Hall,,Natural   Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58,0.0,0,0.0,Blue Green,4,"Dec 10, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
646,647,Arabica,exportadora cafe condor s.a,Colombia,various,,trilladora boaza,3 68 0160,exportadora cafe condor s.a,1750 msnm,huila,varios,250,70 kg,Almacaf ,2013,"Apr 16, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,0.11,0,0.0,Blue Green,3,"Apr 16, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
647,648,Arabica,exportadora cafe condor s.a,Colombia,various,,trilladora boaza,3 68 0004,exportadora cafe condor s.a,1750 msnm,huila,varios,250,70 kg,Almacaf ,2012,"Oct 09, 2012",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,82.58,0.11,0,0.0,,3,"Oct 09, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
648,649,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0140,exportadora cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacaf ,2013,"Feb 27, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,0.11,0,0.0,Green,0,"Feb 27, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
649,650,Arabica,guillermo rojas saldana,Mexico,jamaica,,cuauhtemoc 321 col. trinidad l,1405818311,,1250,oaxaca,GUILLERMO ROJAS SALDA A,50,1 kg,AMECAFE,2012,"Sep 04, 2012",GUILLERMO ROJAS SALDANA,Typica,Washed   Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58,0.1,0,0.0,Green,6,"Sep 04, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
650,651,Arabica,organizaciones productores caf,Mexico,la timbuchera  el ocotito y la,,beneficio cafetaleros del arra,703815218  703815215  70381519,organizaciones productores caf,1150,colima,FEDERICO ENCISO MICHEL  LEODAN,70,1 kg,AMECAFE,2012,"Jul 02, 2012",ORGANIZACIONES PRODUCTORES CAF,Typica,Washed   Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Green,0,"Jul 02, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
651,652,Arabica,racafe   cia s.c.a,Colombia,,,,3 37 1435,c.i.racafe   cia s.c.a,1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacaf ,2012,"Jun 13, 2012",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58,0.11,2,0.0,Green,2,"Jun 13, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
652,653,Arabica,nucoffee,Brazil,fazenda chamusca,,,002 1251 0359,,900 1050m,south of minas,Mario Garcia Reis Neto,42,60 kg,NUCOFFEE,2011,"Oct 28, 2011",NUCOFFEE,Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,82.58,0.0,0,0.0,,4,"Oct 27, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88,aa2ff513ffb9c844462a1fb07c599b
653,654,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020 17,dry mill,002 1660 0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Associ,2017   2018,"Oct 20, 2017",Ipanema Coffees,Bourbon,Natural   Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.5,0.11,0,0.0,Green,4,"Oct 20, 2018",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
654,655,Arabica,sanjava coffee,Indonesia,various,2,dry hull,,pt. shriya artha nusantara,1250,bali,vary,2,1 kg,Specialty Coffee Association o,2017,"Sep 04, 2017",SanJava Coffee,,Washed   Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,0.11,0,0.0,Green,5,"Sep 04, 2018",Specialty Coffee Association o,99fa73db21b7acd9c9ceb9dd84e409,36910838db193ebdd61fa1427bac74
655,656,Arabica,elsy reyes,Honduras,las cuchillas,165,cigrah s.a c.v.,13 111 097,cigrah,1400,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondure o del Caf ,2017,"Jun 03, 2017",Elsy Reyes,Caturra,Washed   Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.1,0,0.0,Green,4,"Jun 03, 2018",Instituto Hondure o del Caf ,b4660a57e9f8cc613ae5b8f02bfce8,7f521ca403540f81ec99daec7da19c
656,657,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11 23 0146,beneficio ixchel,11 23 0146,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA NUYENS,50,69 kg,Asociacion Nacional Del Caf ,2016,"Mar 16, 2016",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.1,0,2.0,Green,2,"Mar 16, 2017",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
657,658,Arabica,doi tung development project,Thailand,,,, ,doi tung development project,800  ,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"Jun 09, 2015",Doi Tung Development Project,,Washed   Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,0.12,0,0.0,Green,0,"Jun 08, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
658,659,Arabica,     koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400 1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of ,2014,"Feb 15, 2015",     Koju Matsuzawa,Caturra,Washed   Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,,0,"Feb 15, 2016",Specialty Coffee Institute of ,726e4891cf2c9a4848768bd34b6681,b70da261fcc84831e3e9620c30a870
659,660,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,,shah plantation,C26,shah plantations,1600,karatu arusha,Shah Plantations,37,60 kg,Africa Fine Coffee Association,2014,"Dec 18, 2014",Shah Plantations,,Washed   Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,Green,1,"Dec 18, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
660,661,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,,amkeni gourmet coffee group,C35,amkeni gourmet coffee group,,moshi,Amkeni Gourmet Coffee Group,5,60 kg,Africa Fine Coffee Association,2014,"Dec 12, 2014",Amkeni Gourmet Coffee Group,,Washed   Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,0,0.0,Bluish Green,3,"Dec 12, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
661,662,Arabica,lusso lab,Mexico,finca san el retiro,,,,lusso coffee lab,1500 1700m,chiapas,Santiago   Rosaura Arguello Ca,2,2 kg,Specialty Coffee Association,2013,"Apr 14, 2014",LUSSO LAB,,Washed   Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.5,0.0,0,0.0,Green,1,"Apr 14, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
662,663,Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002   4177   0039,ipanema coffees,1260,south of minas,Ipanema Coffees,69,60 kg,Specialty Coffee Association,2013 2014,"Jan 14, 2014",Ipanema Coffees,Yellow Bourbon,Semi washed   Semi pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Bluish Green,0,"Jan 14, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
663,664,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11 23 0633,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Caf ,2013,"May 30, 2013",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5,0.12,0,0.0,Green,4,"May 30, 2014",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
664,665,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0162,exportadora cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacaf ,2013,"May 07, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Green,1,"May 07, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
665,666,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,,beneficio ixchel,11 426 2,"unex guatemala, s.a.",4300,oriente,MARGARITA NUYENS,250,69 kg,Asociacion Nacional Del Caf ,2013,"Feb 26, 2013",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,0.11,0,0.0,Green,0,"Feb 26, 2014",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
666,667,Arabica,saul m. herdez ramirez,Mexico,la pagua,,el mavodo,1702773555,,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",10,1 kg,AMECAFE,2012,"Sep 27, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed   Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.5,0.13,0,0.0,,10,"Sep 27, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
667,668,Arabica,enrique mitre lopez,Mexico,caltuchoco,,"zapotitlan mendez, puebla",1206966823,cafe la sierra norte puebla,1100,zapotitlan mendez,ENRIQUE MITRE LOPEZ,10,1 kg,AMECAFE,2012,"Jul 26, 2012",ENRIQUE MITRE LOPEZ,Typica,Washed   Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,Green,5,"Jul 26, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
668,669,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz   pante don manuel,,,PCO 031106 CF7,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"Jun 07, 2012",Enrique Eduardo Lopez Aguilar,Typica,Semi washed   Semi pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,,2,"Jun 07, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
669,670,Arabica,juan luis alvarado romero,Guatemala,various,,,11 08 88 11 08 67,waelti schoenfeld exportadores,,oriente,VARIOUS,275,1 kg,Asociacion Nacional Del Caf ,2012,"Mar 26, 2012",Juan Luis Alvarado Romero,Caturra,Natural   Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Green,5,"Mar 26, 2013",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
670,671,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,,cocarive,002 1352 0099,exportadora caf s carmo minas ,1.250 m,carmo minas,Nazareth Dias Pereira,300,60 kg,NUCOFFEE,2012,"Mar 16, 2012",Jacques Pereira Carneiro,Bourbon,Semi washed   Semi pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,0.0,0,0.0,Blue Green,4,"Mar 16, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88,aa2ff513ffb9c844462a1fb07c599b
671,672,Arabica,racafe   cia s.c.a,Colombia,,,,3 37 0582,c.i.racafe   cia s.c.a,1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacaf ,2012,"Mar 05, 2012",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,0.11,1,0.0,Green,3,"Mar 05, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
672,673,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,2135402,cqi,,kona,,7,100 lbs,Specialty Coffee Association,2012,"Feb 23, 2012",Kona Pacific Farmers Cooperati,Hawaiian Kona,Washed   Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,0.12,2,0.0,Green,3,"Feb 22, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
673,674,Arabica,adam kline,Guatemala,,,,11 0052 0538,,1600,huehuetego,,245,1,Specialty Coffee Association,,"Jul 23, 2010",Adam Kline,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5,0.01,1,0.0,,14,"Jul 23, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
